Date,Price,Open,High,Low,Vol.,Change %
03-11-2021,23.251,23.565,24.115,23.485,68.46K,-1.16%
02-11-2021,23.524,24.12,23.665,23.045,67.16K,-2.35%
01-11-2021,24.091,23.99,24.14,23.43,63.00K,-0.20%
28-10-2021,24.139,24.15,24.14,23.705,57.80K,-0.21%
27-10-2021,24.191,24.22,24.31,24.02,45.96K,0.43%
26-10-2021,24.088,24.65,24.33,23.905,48.09K,-2.05%
25-10-2021,24.592,24.395,24.655,23.925,61.76K,1.75%
21-10-2021,24.17,24.37,24.92,24.185,83.28K,-1.12%
20-10-2021,24.445,23.71,24.55,24.07,58.68K,2.35%
19-10-2021,23.883,23.25,24.495,23.615,73.13K,2.66%
18-10-2021,23.264,23.38,24.18,23.22,79.07K,-0.91%
14-10-2021,23.477,23.1,23.645,23.1,52.25K,1.32%
13-10-2021,23.17,22.57,23.625,22.925,54.28K,2.91%
12-10-2021,22.514,22.61,23.285,22.48,71.90K,-0.67%
11-10-2021,22.665,22.685,22.79,22.325,42.93K,0.03%
07-10-2021,22.658,22.64,23.22,22.435,69.58K,0.56%
06-10-2021,22.532,22.635,22.84,22.385,41.56K,-0.34%
05-10-2021,22.608,22.725,22.7,22.185,38.89K,-0.16%
04-10-2021,22.644,22.6,22.73,22.38,27.04K,2.71%
30-09-2021,22.047,21.515,22.6,21.99,43.51K,2.62%
29-09-2021,21.485,22.475,22.225,21.46,66.12K,-4.34%
28-09-2021,22.46,22.635,22.565,21.41,80.16K,-0.99%
27-09-2021,22.685,22.435,22.68,22.08,55.49K,0.10%
23-09-2021,22.663,22.59,22.79,22.09,41.67K,-0.99%
22-09-2021,22.89,22.485,22.88,22.465,43.74K,1.31%
21-09-2021,22.593,22.21,23.15,22.455,51.99K,1.84%
20-09-2021,22.185,22.325,22.72,22.21,41.11K,-2.59%
16-09-2021,22.774,23.515,23.13,22.305,66.39K,-4.23%
15-09-2021,23.779,23.865,24,22.585,90.20K,-0.35%
14-09-2021,23.863,23.695,23.94,23.67,32.69K,0.37%
13-09-2021,23.775,23.455,23.98,23.435,42.44K,-1.58%
09-09-2021,24.156,23.975,24.345,23.76,39.09K,0.50%
08-09-2021,24.036,24.095,24.355,23.865,43.41K,-1.32%
07-09-2021,24.357,24.81,24.48,23.94,45.43K,1.91%
02-09-2021,23.9,23.9,24.945,23.91,67.19K,-1.24%
01-09-2021,24.201,23.935,24.275,23.815,36.86K,0.88%
31-08-2021,23.991,23.965,24.325,23.775,48.67K,0.00%
30-08-2021,23.992,24.13,24.27,23.83,44.56K,1.80%
26-08-2021,23.567,23.895,24.135,23.305,63.31K,-0.96%
25-08-2021,23.795,23.815,23.895,23.42,55.51K,-0.48%
24-08-2021,23.909,23.625,23.91,23.59,56.58K,1.03%
23-08-2021,23.666,23.035,23.975,23.545,52.17K,1.84%
19-08-2021,23.239,23.355,23.3,22.835,55.72K,-0.82%
18-08-2021,23.43,23.66,23.515,23.08,51.43K,-1.00%
17-08-2021,23.666,23.87,23.83,23.265,46.29K,-0.56%
16-08-2021,23.799,23.755,23.955,23.565,42.59K,2.93%
12-08-2021,23.122,23.13,23.83,23.13,53.76K,-1.59%
11-08-2021,23.496,23.495,23.53,22.97,66.98K,0.40%
10-08-2021,23.402,23.525,23.565,23.19,70.05K,0.53%
09-08-2021,23.279,23.75,23.675,23.22,62.93K,-8.00%
05-08-2021,25.303,25.48,25.23,24.205,113.95K,-0.67%
04-08-2021,25.474,25.5,25.565,25.115,42.43K,-0.47%
03-08-2021,25.595,25.515,26.09,25.375,72.93K,0.02%
02-08-2021,25.59,25.57,25.665,25.27,45.85K,-0.81%
29-07-2021,25.799,25.075,25.685,25.395,43.33K,3.71%
28-07-2021,24.877,24.73,25.875,25,70.55K,0.92%
27-07-2021,24.649,25.255,25.06,24.655,54.85K,-2.64%
26-07-2021,25.318,25.27,25.32,24.515,80.91K,-0.25%
22-07-2021,25.381,25.33,25.535,25.05,39.88K,0.50%
21-07-2021,25.255,24.975,25.515,25.06,48.08K,1.04%
20-07-2021,24.995,25.24,25.365,24.79,50.53K,-0.59%
19-07-2021,25.144,25.7,25.315,24.84,64.68K,-4.74%
15-07-2021,26.394,26.325,26.55,25.64,78.28K,0.47%
14-07-2021,26.271,26.055,26.49,26.245,35.26K,0.50%
13-07-2021,26.14,26.32,26.575,26.01,65.10K,-0.38%
12-07-2021,26.239,26.185,26.44,26.005,50.73K,0.97%
08-07-2021,25.987,26.265,26.3,25.82,45.50K,-0.54%
07-07-2021,26.129,26.265,26.31,25.875,59.52K,-0.17%
06-07-2021,26.174,26.64,26.545,26.06,50.06K,0.28%
01-07-2021,26.1,26.25,26.7,26.1,57.34K,-0.36%
30-06-2021,26.194,25.875,26.525,26.045,54.77K,1.13%
29-06-2021,25.901,26.235,26.275,25.8,44.64K,-1.29%
28-06-2021,26.239,26.215,26.235,25.58,75.84K,0.65%
24-06-2021,26.069,25.935,26.38,25.97,49.17K,-0.24%
23-06-2021,26.132,25.86,26.245,25.865,53.06K,0.99%
22-06-2021,25.876,26,26.37,25.8,66.10K,-0.64%
21-06-2021,26.043,25.95,26.085,25.735,54.12K,0.66%
17-06-2021,25.873,27.2,26.555,25.77,88.18K,-7.03%
16-06-2021,27.828,27.8,27.32,25.82,156.97K,0.43%
15-06-2021,27.71,27.78,27.97,26.7,74.31K,-1.23%
14-06-2021,28.054,28.11,28.03,27.485,63.84K,0.02%
10-06-2021,28.047,27.82,28.445,28.025,75.34K,0.11%
09-06-2021,28.017,27.75,28.18,27.475,82.06K,0.97%
08-06-2021,27.747,28.11,28.145,27.62,64.18K,-1.02%
07-06-2021,28.033,27.92,28.12,27.61,70.19K,1.97%
03-06-2021,27.492,28.32,27.98,27.31,76.80K,-2.58%
02-06-2021,28.22,27.88,28.37,27.09,106.48K,0.36%
01-06-2021,28.119,28.07,28.32,27.765,53.89K,0.59%
27-05-2021,27.955,27.805,28.095,27.48,66.46K,0.28%
26-05-2021,27.877,28.105,27.995,27.575,56.81K,-0.64%
25-05-2021,28.056,27.88,28.34,27.685,65.97K,0.54%
24-05-2021,27.905,27.69,28.16,27.545,69.31K,-0.58%
20-05-2021,28.067,27.84,28.195,27.265,78.64K,0.15%
19-05-2021,28.025,28.3,28.125,27.49,55.96K,-1.09%
18-05-2021,28.333,28.325,28.365,27.425,109.07K,0.21%
17-05-2021,28.274,27.515,28.9,28.12,77.21K,4.49%
13-05-2021,27.059,27.095,27.595,26.92,58.61K,-0.68%
12-05-2021,27.244,27.76,27.33,26.78,63.63K,-1.53%
11-05-2021,27.667,27.4,27.83,27.03,77.86K,0.64%
10-05-2021,27.492,27.68,27.78,27.18,62.13K,0.05%
06-05-2021,27.477,26.59,27.8,27.23,80.78K,3.60%
05-05-2021,26.522,26.595,27.585,26.245,90.93K,-0.14%
04-05-2021,26.558,27.015,26.71,26.165,40.71K,-1.49%
03-05-2021,26.96,25.99,27.24,26.16,76.95K,3.35%
29-04-2021,26.085,26.3,26.275,25.855,55.51K,-0.07%
28-04-2021,26.102,26.345,26.58,25.745,81.33K,-1.24%
27-04-2021,26.43,26.325,26.345,25.84,62.06K,0.77%
26-04-2021,26.228,26.02,26.515,26.1,65.27K,0.11%
22-04-2021,26.2,26.64,26.47,25.89,63.84K,-1.45%
21-04-2021,26.586,25.96,26.67,26.025,84.13K,2.83%
20-04-2021,25.854,25.82,26.73,25.795,94.21K,0.01%
19-04-2021,25.852,26,26.15,25.725,70.92K,-0.49%
15-04-2021,25.979,25.465,26.38,25.795,58.50K,1.72%
14-04-2021,25.539,25.43,26.07,25.38,72.56K,0.38%
13-04-2021,25.442,24.885,25.59,25.235,56.47K,2.25%
12-04-2021,24.882,25.3,25.54,24.68,77.44K,-2.82%
08-04-2021,25.604,25.38,25.555,25.01,60.53K,1.33%
07-04-2021,25.267,25.21,25.675,25.02,65.65K,0.08%
06-04-2021,25.247,24.84,25.33,24.895,44.35K,1.80%
05-04-2021,24.801,25.05,25.355,24.795,53.64K,1.01%
31-03-2021,24.552,23.93,25.045,24.27,63.17K,1.64%
30-03-2021,24.157,24.745,24.565,23.74,65.79K,-2.48%
29-03-2021,24.771,25.105,24.77,23.88,72.66K,-1.10%
25-03-2021,25.047,25.17,25.335,24.92,42.08K,-0.73%
24-03-2021,25.231,25.12,25.255,24.435,86.47K,0.02%
23-03-2021,25.227,25.85,25.43,25.02,42.91K,-2.10%
22-03-2021,25.769,26.34,25.915,25.05,63.34K,-2.21%
18-03-2021,26.351,26.4,26.4,25.925,51.79K,1.12%
17-03-2021,26.058,26.005,26.74,25.875,76.40K,0.21%
16-03-2021,26.003,26.34,26.615,25.805,55.13K,-1.08%
15-03-2021,26.288,26.07,26.405,25.885,47.61K,0.36%
11-03-2021,26.193,26.315,26.235,25.425,56.88K,0.24%
10-03-2021,26.13,26.025,26.545,25.885,55.08K,-0.20%
09-03-2021,26.183,25.17,26.315,25.61,53.39K,3.62%
08-03-2021,25.269,25.4,26.22,25.09,69.61K,-0.75%
04-03-2021,25.461,26.175,25.505,24.845,79.26K,-3.51%
03-03-2021,26.387,26.86,26.385,25.08,95.00K,-1.83%
02-03-2021,26.879,26.63,26.915,25.875,82.46K,0.75%
01-03-2021,26.678,26.7,26.985,25.82,82.14K,-3.64%
25-02-2021,27.685,28.08,27.65,26.16,116.75K,-0.75%
24-02-2021,27.894,27.76,28.345,27.345,109.69K,0.64%
23-02-2021,27.717,28.29,28.08,27.365,73.50K,-1.40%
22-02-2021,28.111,27.64,28.425,27.285,104.38K,3.74%
18-02-2021,27.098,27.45,27.71,26.105,96.26K,-0.87%
17-02-2021,27.335,27.22,27.595,26.905,84.30K,-0.02%
16-02-2021,27.341,27.52,27.49,26.915,73.03K,0.99%
11-02-2021,27.072,27.145,27.5,26.91,53.47K,-0.13%
10-02-2021,27.108,27.46,27.35,26.75,62.16K,-1.16%
09-02-2021,27.427,27.4,27.595,26.88,71.17K,-0.59%
08-02-2021,27.589,27.18,27.875,27.13,81.81K,5.06%
04-02-2021,26.261,26.645,27.105,26.255,90.32K,-2.43%
03-02-2021,26.914,26.88,27.015,25.935,104.91K,1.85%
02-02-2021,26.426,29,27.26,26.545,93.58K,-10.24%
01-02-2021,29.441,28.86,29.15,26.35,208.63K,13.47%
28-01-2021,25.945,25.36,27.77,26.15,187.56K,2.19%
27-01-2021,25.389,25.53,27.1,24.895,190.87K,-0.58%
26-01-2021,25.538,25.395,25.545,24.715,96.67K,0.21%
25-01-2021,25.484,25.535,25.72,25.23,52.74K,-1.43%
21-01-2021,25.854,25.91,26.045,25.05,75.21K,0.34%
20-01-2021,25.766,25.29,26.13,25.7,59.50K,1.76%
19-01-2021,25.32,24.835,25.96,25.06,80.82K,-1.87%
14-01-2021,25.802,25.29,25.865,24.61,106.18K,0.90%
13-01-2021,25.572,25.655,25.99,25.095,84.24K,0.54%
12-01-2021,25.435,25.015,25.785,25.17,58.51K,0.60%
11-01-2021,25.284,25.47,25.745,25,65.92K,-7.25%
07-01-2021,27.261,27.41,27.335,24.53,186.37K,0.81%
06-01-2021,27.042,27.72,27.495,27.02,69.49K,-2.16%
05-01-2021,27.64,27.355,28.105,26.7,129.36K,1.01%
04-01-2021,27.364,26.77,27.85,27.15,67.46K,2.98%
30-12-2020,26.573,26.325,26.88,26.345,39.62K,1.49%
29-12-2020,26.183,26.5,26.835,26.26,47.68K,-1.23%
28-12-2020,26.51,26.095,26.77,26.075,64.31K,2.41%
23-12-2020,25.885,25.435,26.08,25.535,35.14K,1.51%
22-12-2020,25.5,26.53,25.96,25.185,65.50K,-3.19%
21-12-2020,26.34,26.4,26.815,25.225,108.02K,0.73%
17-12-2020,26.15,25.43,26.35,25.865,70.35K,4.52%
16-12-2020,25.018,24.605,26.305,25.335,97.95K,1.64%
15-12-2020,24.614,24.04,25.64,24.575,97.98K,2.46%
14-12-2020,24.022,24.07,24.7,23.94,62.40K,-0.21%
10-12-2020,24.073,23.98,24.245,23.69,50.25K,0.46%
09-12-2020,23.963,24.655,24.43,23.825,58.69K,-3.03%
08-12-2020,24.711,24.81,24.755,23.695,84.50K,-0.26%
07-12-2020,24.776,24.25,25.015,24.55,58.83K,2.72%
03-12-2020,24.12,23.99,24.585,24.065,68.53K,0.22%
02-12-2020,24.066,23.82,24.42,23.85,73.44K,-0.06%
01-12-2020,24.08,22.69,22.69,22.69,76.79K,6.63%
30-11-2020,22.583,22.745,22.23,22.23,89.39K,-3.44%
25-11-2020,23.387,23.295,23.155,23.155,94.53K,0.24%
24-11-2020,23.33,23.63,23,23,57.05K,-1.46%
23-11-2020,23.675,24.265,23.525,23.525,106.07K,-1.70%
19-11-2020,24.085,24.385,23.745,23.745,76.35K,-1.61%
18-11-2020,24.48,24.46,24.35,24.35,94.81K,-0.83%
17-11-2020,24.686,24.88,24.6,24.6,82.57K,-0.61%
16-11-2020,24.837,25.085,24.35,24.35,57.85K,2.00%
12-11-2020,24.35,24.38,24.2,24.2,60.87K,0.18%
11-11-2020,24.306,24.35,23.955,23.955,62.74K,-0.80%
10-11-2020,24.502,24.28,24.02,24.02,76.99K,3.23%
09-11-2020,23.736,26.07,23.725,23.725,87.44K,-5.93%
05-11-2020,25.232,24.185,24.185,24.185,114.86K,5.43%
04-11-2020,23.933,24.52,23.415,23.415,107.65K,-1.81%
03-11-2020,24.374,24.245,24.025,24.025,101.89K,1.25%
02-11-2020,24.073,23.71,23.71,23.71,60.02K,2.84%
29-10-2020,23.408,23.555,22.865,22.865,80.57K,0.21%
28-10-2020,23.359,24.495,23.06,23.06,102.57K,-4.93%
27-10-2020,24.57,24.385,24.265,24.265,131.77K,0.61%
26-10-2020,24.42,24.75,24.145,24.145,52.48K,-1.17%
